,true,pred
0,0.7873489208045776,0.7974208805753842
1,0.7687279856118958,0.7899382507304211
2,0.8089492058225747,0.7815386579689962
3,0.8178872546907514,0.8186192312255588
4,0.7996387382262338,0.8259797964890697
5,0.797776644585412,0.8058765123572149
6,0.7754315227188533,0.7789504335020743
7,0.7605347742000474,0.7451604319616233
8,0.7359551399645028,0.7339271732928073
9,0.7132375993697795,0.7059000540091334
10,0.6856786153089209,0.6814237488565161
11,0.675250891528087,0.6513763998124796
12,0.6450849769778442,0.6452047427694505
13,0.5989050577243025,0.6216944705985911
14,0.5616631873389384,0.5821923171729528
15,0.5188350366388756,0.5482525909691641
16,0.47228269865716976,0.5137551489757077
17,0.41977166163260193,0.46510251087754395
18,0.3598122506525141,0.4075549906577159
19,0.29687348984711237,0.34312729594375385
20,0.22797602999884825,0.27277881485693745
21,0.17062355011591057,0.18749971804058885
22,0.09427771570436017,0.10537291178744103
23,0.03841491073407988,0.026586443549140318
24,-0.0044132399659826405,-0.020571271189827073
25,-0.06921409441220638,-0.05011016511492755
26,-0.11315950129676167,-0.10049820947774074
27,-0.1500289529539618,-0.1359473064701664
28,-0.1895053351005458,-0.17017091751126462
29,-0.2282368803985675,-0.21584201399367217
30,-0.2584027949488099,-0.2588764108189137
31,-0.28484452282517636,-0.28845433960595707
32,-0.30830690148399453,-0.304898634663437
33,-0.32357606812319784,-0.33047710403012853
34,-0.3332589544477036,-0.352022051219111
35,-0.3641697064542746,-0.35856110140676073
36,-0.37943887309347835,-0.3818172880090003
37,-0.3947080403404484,-0.38331479370112276
38,-0.42226702440130714,-0.3922576077541936
39,-0.43269474757437454,-0.4172652860848871
40,-0.4401431215298943,-0.42696161938924443
41,-0.45615712623319293,-0.4404170197306675
42,-0.4583916379944124,-0.4606761828404696
43,-0.4531777764078786,-0.46054199930032363
44,-0.4706814554160679,-0.4524329707796004
45,-0.48297127283772356,-0.4610298082895188
46,-0.4982404394769271,-0.4719496725065177
47,-0.48259885410955916,-0.48362151276485743
48,-0.49377141473895514,-0.46972025632083586
49,-0.5004749518459128,-0.4726341246985853
50,-0.5041991385197893,-0.4764149088007428
51,-0.5023370448789677,-0.48810293139228567
52,-0.5019646261508035,-0.4911662188287213
53,-0.4870678782397644,-0.5000695400943457
54,-0.46695726813442495,-0.49292462943695514
55,-0.4628606627323839,-0.4767826055397378
56,-0.44349489008337306,-0.4753222380600409
57,-0.3574661699550836,-0.45691179116284625
58,-0.3813009667342997,-0.379131359733721
59,-0.37869403563714954,-0.39565109577124075
60,-0.3965701333735032,-0.4038227460918502
61,-0.4367913535841823,-0.420485038998422
62,-0.43902586595316784,-0.4563412780513205
63,-0.45466745132053576,-0.460778206485491
64,-0.49414383346711954,-0.4778583057645796
