,true,pred
0,0.5616632103919983,0.5583285689353943
1,0.5188350081443787,0.5200967788696289
2,0.4722827076911926,0.46995311975479126
3,0.419771671295166,0.4203522503376007
4,0.35981225967407227,0.3612348735332489
5,0.2968734800815582,0.2988991141319275
6,0.2279760241508484,0.23497521877288818
7,0.1706235557794571,0.16028648614883423
8,0.09427771717309952,0.10538050532341003
9,0.038414910435676575,0.029878292232751846
10,-0.004413240123540163,-0.026162737980484962
11,-0.06921409070491791,-0.06325928866863251
12,-0.11315950006246567,-0.12502972781658173
13,-0.15002895891666412,-0.16297079622745514
14,-0.18950533866882324,-0.19937735795974731
15,-0.22823688387870789,-0.237631157040596
16,-0.2584027945995331,-0.27272191643714905
17,-0.2848445177078247,-0.2980861961841583
18,-0.30830690264701843,-0.31670236587524414
19,-0.32357606291770935,-0.3379201889038086
20,-0.3332589566707611,-0.35179948806762695
21,-0.364169716835022,-0.3611412048339844
22,-0.3794388771057129,-0.3908412754535675
23,-0.3947080373764038,-0.40155571699142456
24,-0.42226701974868774,-0.4170214533805847
25,-0.4326947331428528,-0.4435642957687378
26,-0.4401431083679199,-0.4477924108505249
27,-0.4561571180820465,-0.45233017206192017
28,-0.45839163661003113,-0.4689900279045105
29,-0.4531777799129486,-0.47019004821777344
30,-0.47068145871162415,-0.4635445475578308
31,-0.48297128081321716,-0.4771021604537964
32,-0.4982404410839081,-0.48548591136932373
33,-0.48259884119033813,-0.5007680058479309
34,-0.49377140402793884,-0.4811766445636749
35,-0.5004749298095703,-0.49680227041244507
36,-0.5041991472244263,-0.49833816289901733
37,-0.5023370385169983,-0.5005506873130798
38,-0.5019646286964417,-0.5009682178497314
39,-0.4870678782463074,-0.49989384412765503
40,-0.4669572710990906,-0.4807851314544678
41,-0.46286067366600037,-0.45861613750457764
42,-0.44349488615989685,-0.45335647463798523
43,-0.3574661612510681,-0.4272668957710266
44,-0.3813009560108185,-0.3325209319591522
45,-0.3786940276622772,-0.36839690804481506
46,-0.3965701460838318,-0.37567374110221863
47,-0.4367913603782654,-0.396507203578949
48,-0.43902587890625,-0.44207432866096497
49,-0.45466744899749756,-0.4440353214740753
50,-0.49414384365081787,-0.46928057074546814
51,-0.5183510780334473,-0.5114957094192505
52,-0.5082957148551941,-0.5372380018234253
53,-0.47291597723960876,-0.5199505686759949
54,-0.43046024441719055,-0.470839262008667
55,-0.4040185213088989,-0.4162278175354004
56,-0.38390788435935974,-0.38713619112968445
57,-0.3976873755455017,-0.3625280261039734
58,-0.37794920802116394,-0.3788902163505554
59,-0.3354934751987457,-0.35918137431144714
60,-0.2926653027534485,-0.3122694492340088
61,-0.26808568835258484,-0.26324498653411865
62,-0.2513268291950226,-0.24020236730575562
63,-0.21967124938964844,-0.22572055459022522
64,-0.18652598559856415,-0.19821496307849884
65,-0.16008426249027252,-0.16653379797935486
66,-0.14183573424816132,-0.13003090023994446
67,-0.10310419648885727,-0.10678151249885559
68,-0.06288297474384308,-0.07190331816673279
69,-0.040165435522794724,-0.037755418568849564
70,-0.03681366890668869,-0.017120201140642166
71,-0.08634535223245621,-0.009493518620729446
72,-0.03457915410399437,-0.057573504745960236
73,0.007876576855778694,0.0038555823266506195
74,0.010855927132070065,0.03947782889008522
75,0.04921505227684975,0.03931150212883949
76,0.05442891642451286,0.08569110929965973
77,0.07602919638156891,0.08272124826908112
78,0.0719325914978981,0.10311874747276306
79,0.09949158132076263,0.0932866632938385
80,0.123326376080513,0.12001964449882507
81,0.11997460573911667,0.14464625716209412
82,0.14120247960090637,0.13363976776599884
83,0.12481605261564255,0.15337194502353668
84,0.141574889421463,0.13347658514976501
85,0.14902326464653015,0.1507016122341156
86,0.17918917536735535,0.15491050481796265
87,0.20525848865509033,0.1881963610649109
88,0.18663755059242249,0.21246656775474548
89,0.17397531867027283,0.18360748887062073
90,0.17993402481079102,0.17270377278327942
91,0.1888720691204071,0.1774131953716278
92,0.15274745225906372,0.18116408586502075
93,0.1445542424917221,0.1406799554824829
94,0.11997460573911667,0.13828620314598083
95,0.10060883313417435,0.10953979194164276
96,0.11252623051404953,0.08629405498504639
97,0.11811251193284988,0.107123464345932
98,0.11178139597177505,0.11364763975143433
99,0.09167078882455826,0.10715720057487488
100,0.0961398109793663,0.08294603228569031
101,0.09576739370822906,0.08369612693786621
102,0.09353287518024445,0.08497799932956696
103,0.07453952729701996,0.08314581215381622
104,0.09949158132076263,0.059479329735040665
105,0.09055352956056595,0.09135624766349792
106,0.0778912901878357,0.08416686952114105
107,0.09465013444423676,0.0737091451883316
108,0.10880204290151596,0.09721088409423828
109,0.12444362789392471,0.10859350860118866
110,0.12220911681652069,0.12798954546451569
111,0.10135367512702942,0.1293230503797531
112,0.10284334421157837,0.10874757170677185
113,0.079008549451828,0.10937197506427765
114,0.08794660121202469,0.08334825932979584
115,0.09167078882455826,0.10468414425849915
116,0.09576739370822906,0.1147104799747467
117,0.12220911681652069,0.11735954880714417
118,0.16280275583267212,0.15715886652469635
119,0.2473417967557907,0.2263917624950409
120,0.3467775881290436,0.35212355852127075
121,0.5419250130653381,0.5025898814201355
122,0.7407965660095215,0.6928701400756836
123,0.8119285702705383,0.8176702857017517
124,0.836135745048523,0.8221697211265564
